Id,Name,Gender,ZipCode,City,State,Country,Ethnicity,createdBy
2580,Andrey Glazkov,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Fidan Aliyeva
2581,Valentina Alexandrova,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2582,Alexandra Voronova,Female,98033,Kirkland,WA,US,Refused/Done Not Know,Andrea Fortuny
2583,Polina Koltsova,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Emin Suleymanov
2584,Victor Ignatiev,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Fidan Aliyeva
2585,Yelizaveta Polyakova,Female,98409,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2586,Timofei Ignatyev,Male,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2587,Martha Artemyeva,Female,98467,University Place,WA,US,Refused/Done Not Know,Andrea Fortuny
2588,Pavel Bezrukov,Male,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2589,Katerina Kovaleva,Female,98467,University Place,WA,US,Refused/Done Not Know,Emin Suleymanov
2590,Evgeniya Maslova,Female,98503,Lacey,WA,US,Hispanic / Latinx,Andrea Fortuny
2591,Vasily Butusov,Male,98383,Silverdale,WA,US,Refused/Done Not Know,Fidan Aliyeva
2592,Nikolay Zhdanov,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2593,Innocenty Popov,Male,98055,Renton,WA,US,Refused/Done Not Know,Adam Puzyna
2594,Liliya Medvedeva,Female,98501,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2595,Gregory Avdeev,Male,98371,Puyallup,WA,US,Refused/Done Not Know,Adam Puzyna
2596,Kirill Kryukovin,Male,98119,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
2597,Rodion Kovalev,Male,98042,Covington,WA,US,Refused/Done Not Know,Fidan Aliyeva
2598,Semyon Maslov,Male,98057,Renton,WA,US,Refused/Done Not Know,Andrea Fortuny
2599,Tatiana Seleznyova,Female,98032,Kent,WA,US,Refused/Done Not Know,Fidan Aliyeva
2600,Ruslana Ankudinova,Female,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2601,Anna Kovaleva,Female,98029,Issaquah,WA,US,Refused/Done Not Know,Adam Puzyna
2602,Dmitry Degtyarev,Male,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2603,Sergei Zaryanin,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Aryna Siamashka
2604,Nadezhda Kolpakova,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2605,Regina Pokrovskaya,Female,98338,Graham,WA,US,Hispanic / Latinx,Fidan Aliyeva
2606,Sofiya Seleznyova,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2607,Yuri Bogdanov,Male,98503,Lacey,WA,US,Refused/Done Not Know,Emin Suleymanov
2608,Аlena Matveyeva,Female,98372,Puyallup,WA,US,Hispanic / Latinx,Andrea Fortuny
2609,Gregory Ivanov,Male,98506,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
2610,Svetlana Konovalova,Female,98030,Kent,WA,US,Refused/Done Not Know,Andrea Fortuny
2611,Arina Ivanova,Female,98074,Sammamish,WA,US,Hispanic / Latinx,Adam Puzyna
2612,Artem Kuznetsov,Male,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2613,Gleb Seleznyov,Male,98001,Auburn,WA,US,Refused/Done Not Know,Fidan Aliyeva
2614,Vitaly Toporov,Male,98501,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2615,Lina Komarova,Female,98383,Silverdale,WA,US,Refused/Done Not Know,Fidan Aliyeva
2616,Vitaliy Degtyarev,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2617,Nikolai Belyh,Male,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2618,Anastasiya Lebedeva,Female,98372,Puyallup,WA,US,Refused/Done Not Know,Fidan Aliyeva
2619,Aurel Serbanescu,Male,98409,Tacoma,WA,US,Hispanic / Latinx,Emin Suleymanov
2620,Anca Preda,Female,98380,Seabeck,WA,US,Hispanic / Latinx,Emin Suleymanov
2621,Camelia Banica,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Aryna Siamashka
2622,Anca Boroi,Female,98032,Kent,WA,US,Hispanic / Latinx,Aryna Siamashka
2623,Ana Melinte,Female,98042,Covington,WA,US,Hispanic / Latinx,Aryna Siamashka
2624,Andrei Costache,Male,98422,Tacoma,WA,US,Refused/Done Not Know,Aryna Siamashka
2625,Alin Olteanu,Male,98372,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
2626,Cornel Moldovan,Male,98589,Tenino,WA,US,Hispanic / Latinx,Fidan Aliyeva
2627,Anton Stanescu,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2628,Crina Codreanu,Female,98119,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2629,Cipriana Niculescu,Female,98105,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
2630,Gabriel Nastase,Male,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2631,Ecaterina Chirila,Female,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2632,Andreea Chirila,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2633,Marcela Moldovan,Female,98422,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
2634,Laura Munteanu,Female,98042,Covington,WA,US,Hispanic / Latinx,Adam Puzyna
2635,Emil Moldovan,Male,98103,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2636,Iulia Stanescu,Female,98030,Kent,WA,US,Hispanic / Latinx,Aryna Siamashka
2637,Valentin Niculescu,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Andrea Fortuny
2638,Iuliana Dumitrescu,Female,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2639,Catalina Blaga,Female,98042,Covington,WA,US,Refused/Done Not Know,Emin Suleymanov
2640,Andrei Pescariu,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
2641,Iustin Munteanu,Male,98502,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
2642,Eugen Munteanu,Male,98115,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
2643,Vlad Preda,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Adam Puzyna
2644,Stefan Milea,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Andrea Fortuny
2645,Virginia Mateescu,Female,98038,Maple Valley,WA,US,Hispanic / Latinx,Adam Puzyna
2646,Valeriu Nechita,Male,98125,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2647,Gabriel Bratianu,Male,98032,Kent,WA,US,Hispanic / Latinx,Fidan Aliyeva
2648,Marta Grasu,Female,98312,Bremerton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2649,Eugen Banica,Male,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2650,Magda Florea,Female,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2651,Cezar Urzica,Male,98101,Black Diamond,WA,US,Refused/Done Not Know,Andrea Fortuny
2652,Veronica Stanescu,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2653,Ileana Stanescu,Female,98002,Auburn,WA,US,Refused/Done Not Know,Andrea Fortuny
2654,Mirela Ionescu,Female,98055,Renton,WA,US,Refused/Done Not Know,Andrea Fortuny
2655,Bogdan Spirlea,Male,98030,Kent,WA,US,Refused/Done Not Know,Adam Puzyna
2656,Valeriu Preda,Male,98422,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
2657,Victoria Ene,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Fidan Aliyeva
2658,Ioana Costache,Female,98032,Kent,WA,US,Hispanic / Latinx,Andrea Fortuny
2659,Emil Antonescu,Male,98501,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
2660,Cosmin Vlad,Male,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2661,Cosmina Codreanu,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2662,Calin Tudor,Male,98125,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2663,Alexandru Niculescu,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2664,Roxana Olteanu,Female,98057,Renton,WA,US,Hispanic / Latinx,Adam Puzyna
2665,Andreea Bojin,Female,98103,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
2666,Anton Parvu,Male,98516,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
2667,Jesús Quispe,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2668,Elizabeth García,Female,98055,Renton,WA,US,Refused/Done Not Know,Aryna Siamashka
2669,José Torrez,Male,98103,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2670,José Huamán,Male,98501,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
2671,Elizabeth Flores,Female,98101,Black Diamond,WA,US,Hispanic / Latinx,Fidan Aliyeva
2672,Alejandra Torrez,Female,98312,Bremerton,WA,US,Hispanic / Latinx,Aryna Siamashka
2673,Tito Guzmán,Male,98380,Seabeck,WA,US,Hispanic / Latinx,Aryna Siamashka
2674,Martin Cahua,Male,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2675,María Quispe,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2676,Marco Huamán,Male,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2677,Juana Rojas,Female,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2678,Juan Quispe,Male,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2679,Valentina Huamán,Female,98501,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2680,Francisco Quispe,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
2681,Luz Sanchez,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Fidan Aliyeva
2682,Milagros Torrez,Female,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2683,Víctor Torrez,Male,98501,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
2684,Luis Mamani,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2685,Furqan Ahmad,Male,98119,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
2686,Jannat Bibi,Female,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2687,Khaleel Parvaiz,Male,98380,Seabeck,WA,US,Hispanic / Latinx,Adam Puzyna
2688,Akhtar Bhutta,Male,98338,Graham,WA,US,Hispanic / Latinx,Aryna Siamashka
2689,Imran Anjum,Male,98030,Kent,WA,US,Refused/Done Not Know,Adam Puzyna
2690,Mubashar Sohail,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Aryna Siamashka
2691,Nusrat Sarfaraz,Female,98502,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2692,Rakia Mirza,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Fidan Aliyeva
2693,Sabir Ahmed,Male,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2694,Umar Javaid,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2695,Shokat Nadeem,Male,98409,Tacoma,WA,US,Refused/Done Not Know,Aryna Siamashka
2696,Shokat Younas,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2697,Ayesha Luqman,Female,98022,Enumclaw,WA,US,Refused/Done Not Know,Andrea Fortuny
2698,Sonia Babar,Female,98032,Kent,WA,US,Refused/Done Not Know,Fidan Aliyeva
2699,Razia Saleem,Female,98022,Enumclaw,WA,US,Hispanic / Latinx,Emin Suleymanov
2700,Muhammad Imtiaz,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2701,Robina Nauman,Female,98501,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2702,Jameela Asghar,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2703,Jamila Rizwan,Female,98168,Tukwila,WA,US,Hispanic / Latinx,Fidan Aliyeva
2704,Kalsoom Begum,Female,98312,Bremerton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2705,Kanwarpreet Singh,Male,98405,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
2706,Navneet Sandhu,Male,98502,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2707,Manjot Shergill,Male,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2708,Harpreet Thapar,Female,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2709,Sarbjeet Deol,Female,98002,Auburn,WA,US,Refused/Done Not Know,Adam Puzyna
2710,Muskaan Gill,Female,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2711,Gurmeet Dhillon,Male,98168,Tukwila,WA,US,Hispanic / Latinx,Aryna Siamashka
2712,Nitika Ahluwalia,Female,98119,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2713,RavinderPal Jandu,Female,98502,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
2714,Satmeet Kaur,Female,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2715,Gaurav Cheema,Male,98042,Covington,WA,US,Refused/Done Not Know,Andrea Fortuny
2716,Kavneet Singh,Male,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2717,Nitin Brar,Male,98101,Black Diamond,WA,US,Refused/Done Not Know,Aryna Siamashka
2718,Gurpreet Bawa,Male,98032,Kent,WA,US,Refused/Done Not Know,Adam Puzyna
2719,Harsimran Brar,Male,98589,Tenino,WA,US,Refused/Done Not Know,Emin Suleymanov
2720,Rukmeet Sandhu,Female,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2721,Manjit Bhatia,Male,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2722,Afonso Faria,Male,98467,University Place,WA,US,Hispanic / Latinx,Aryna Siamashka
2723,Bernardo Cardoso,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2724,Alexandre Azevedo,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2725,Artur Cunha,Male,98501,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
2726,Afonso Santos,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Aryna Siamashka
2727,Samuel Ferreira,Male,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2728,Tomas Mota,Male,98001,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
2729,Duarte Martins,Male,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2730,Samuel Costa,Male,98001,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
2731,Diogo Cunha,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2732,Mateus Vaz,Male,98002,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
2733,Miguel Cardoso,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2734,Vitor Neves,Male,98422,Tacoma,WA,US,Refused/Done Not Know,Aryna Siamashka
2735,Estrela Macedo,Female,98422,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2736,Fernanda Sarmento,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Adam Puzyna
2737,Rodrigo Botas,Male,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2738,Constancia Sousa,Female,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2739,Margarida Gouveia,Female,98042,Covington,WA,US,Hispanic / Latinx,Emin Suleymanov
2740,Mariana Correia,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2741,Carla Costa,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Emin Suleymanov
2742,Adriana Mota,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2743,Matilde Cunha,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2744,Amalia Cardoso,Female,98506,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2745,Constancia Botas,Female,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2746,Barbara Dias,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Adam Puzyna
2747,Camila Botelho,Female,98042,Covington,WA,US,Hispanic / Latinx,Andrea Fortuny
2748,Beatriz Macedo,Female,98405,Tacoma,WA,US,Refused/Done Not Know,Adam Puzyna
2749,Teresa Andrade,Female,98589,Tenino,WA,US,Hispanic / Latinx,Emin Suleymanov
2750,Emilia Faria,Female,98501,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2751,Mariana Araujo,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Emin Suleymanov
2752,Julia Martins,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2753,Eduarda Almeida,Female,98030,Kent,WA,US,Refused/Done Not Know,Fidan Aliyeva
2754,Sofia Gomes,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2755,Vitoria Pereira,Female,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2756,Ines Vaz,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Emin Suleymanov
2757,Guilherme Sarmento,Male,98503,Lacey,WA,US,Hispanic / Latinx,Adam Puzyna
2758,Beatriz Schmidt,Female,98033,Kirkland,WA,US,Refused/Done Not Know,Adam Puzyna
2759,Alice Pena,Female,98103,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2760,Brenda Fernandes,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2761,Clara Barbosa,Female,98516,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
2762,Manuela Ribeiro,Female,98383,Silverdale,WA,US,Hispanic / Latinx,Fidan Aliyeva
2763,Giovanna Costa,Female,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2764,Davi Barros,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Aryna Siamashka
2765,Julio Pinto,Male,98503,Lacey,WA,US,Refused/Done Not Know,Andrea Fortuny
2766,Leticia Cavalcanti,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2767,Maria Eduarda Schmidt,Female,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2768,Fabio Pena,Male,98467,University Place,WA,US,Refused/Done Not Know,Aryna Siamashka
2769,Cris Barros,Gender neutral,98409,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2770,Elza Pereira,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Fidan Aliyeva
2771,Marco Correa,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2772,Henrique Castro,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Andrea Fortuny
2773,Henrique Cunha,Male,98055,Renton,WA,US,Refused/Done Not Know,Emin Suleymanov
2774,Julieta Oliveira,Female,98125,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
2775,Francis Ribeiro,Gender neutral,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2776,Leila Goncalves,Female,98327,Dupont,WA,US,Refused/Done Not Know,Adam Puzyna
2777,Karolina Rocha,Female,98589,Tenino,WA,US,Refused/Done Not Know,Aryna Siamashka
2778,Kim Rocha,Gender neutral,98516,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
2779,Mica Pereira,Gender neutral,98029,Issaquah,WA,US,Hispanic / Latinx,Adam Puzyna
2780,Marina Azevedo,Female,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2781,Valentina Rodrigues,Female,98409,Tacoma,WA,US,Hispanic / Latinx,Adam Puzyna
2782,Melissa Mello,Female,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2783,Marcio Alvez,Male,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2784,Ricardo Cavalcanti,Male,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2785,Ravi Costa,Gender neutral,98074,Sammamish,WA,US,Hispanic / Latinx,Aryna Siamashka
2786,Valerio Pereira,Male,98042,Covington,WA,US,Refused/Done Not Know,Aryna Siamashka
2787,Sara Melo,Female,98338,Graham,WA,US,Refused/Done Not Know,Andrea Fortuny
2788,Vinicius Monte,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Adam Puzyna
2789,Manuela Torres,Female,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2790,Humberto Nascimento,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Adam Puzyna
2791,Yara Lima,Female,98032,Kent,WA,US,Refused/Done Not Know,Aryna Siamashka
2792,Eduarda Dias,Female,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2793,Renê Lima,Gender neutral,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2794,Yasmin Correia,Female,98055,Renton,WA,US,Hispanic / Latinx,Aryna Siamashka
2795,Vitor Schmidt,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2796,Gabrielle Goncalves,Female,98338,Graham,WA,US,Refused/Done Not Know,Andrea Fortuny
2797,Cecil Lima,Gender neutral,98501,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2798,Mila Moraes,Female,98032,Kent,WA,US,Refused/Done Not Know,Andrea Fortuny
2799,Matheus Silva,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2800,Dominique Oliveira,Gender neutral,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2801,Lara Cardoso,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2802,Gael Torres,Gender neutral,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2803,Laura Cunha,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2804,Donato Dias,Male,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2805,Nicolau Mendes,Male,98589,Tenino,WA,US,Hispanic / Latinx,Emin Suleymanov
2806,Adrianna Kucharska,Female,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2807,Anna Ostrowska,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Andrea Fortuny
2808,Blazej Wozniak,Male,98103,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
2809,Dominik Michalski,Male,98499,Lakewood,WA,US,Refused/Done Not Know,Andrea Fortuny
2810,Agnieszka Wysocka,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Aryna Siamashka
2811,Artur Wieczorek,Male,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2812,Elzbieta Ostrowska,Female,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2813,Jakub Wysocki,Male,98372,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
2814,Irena Jaworska,Female,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2815,Jakub Maciejewski,Male,98103,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2816,Dominika Sobczak,Female,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2817,Klara Nowicka,Female,98032,Kent,WA,US,Refused/Done Not Know,Aryna Siamashka
2818,Maciej Dudek,Male,98052,Redmond,WA,US,Hispanic / Latinx,Emin Suleymanov
2819,Beata Szymanska,Female,98506,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
2820,Dominika Kowalczyk,Female,98503,Lacey,WA,US,Hispanic / Latinx,Fidan Aliyeva
2821,Maciej Czarnecki,Male,98030,Kent,WA,US,Refused/Done Not Know,Aryna Siamashka
2822,Lidia Nowakowska,Female,98502,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2823,Tomasz Czarnecki,Male,98502,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2824,Beata Kowalska,Female,98589,Tenino,WA,US,Refused/Done Not Know,Aryna Siamashka
2825,Joanna Krawczyk,Female,98112,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
2826,Mikolaj Dabrowski,Male,98503,Lacey,WA,US,Refused/Done Not Know,Andrea Fortuny
2827,Krystyna Sokolowska,Female,98030,Kent,WA,US,Refused/Done Not Know,Adam Puzyna
2828,Milena Kowalska,Female,98038,Maple Valley,WA,US,Hispanic / Latinx,Adam Puzyna
2829,Zofia Wisniewska,Female,98501,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
2830,Jacek Kalinowski,Male,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2831,Tomasz Kowalczyk,Male,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2832,Anna Baginska,Female,98055,Renton,WA,US,Hispanic / Latinx,Fidan Aliyeva
2833,Marta Szczepanska,Female,98516,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2834,Wojciech Borkowski,Male,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2835,Szymon Michalski,Male,98115,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
2836,Jan Kozlowski,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Aryna Siamashka
2837,Jerzy Pawlak,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Aryna Siamashka
2838,Andrzej Kucharski,Male,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2839,Justyna Wojciechowska,Female,98074,Sammamish,WA,US,Refused/Done Not Know,Aryna Siamashka
2840,Hanna Kucharska,Female,98383,Silverdale,WA,US,Hispanic / Latinx,Aryna Siamashka
2841,Ewa Dudzinska,Female,98501,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
2842,Hanna Jasinska,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Andrea Fortuny
2843,Maria Piotrowska,Female,98383,Silverdale,WA,US,Refused/Done Not Know,Emin Suleymanov
2844,Hanna Kwiatkowska,Female,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2845,Roman Ostrowski,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Fidan Aliyeva
2846,Filip Majewski,Male,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
